Plant,Side,hyphae.APE13C,mycorrhizas.APE13C,uncolonized_roots.APE13C,mycofungus,hyphae.APE15N,mycorrhizas.APE15N,uncolonized_roots.APE15N,enriched,received15N,N_level,Failed_split,Fungi,compartment_fungus,pctC,pctN,CNratio,dead_tissue,mycorrhizas,other,roots,percent_col,competitors,Batch,versus,mycoC13ppmexcess,nmC13ppmexcess,mycoN15ppmexcess,nmN15ppmexcess,mycologC13,nmlogC13,mycologN15,nmlogN15,competition_treatment
6033,b,0.018448189912061874,0.02005301060536402,0.006311421339885381,Sp,0.0047805785672452306,0.0015035726104622449,-9.34250939317427e-4,1,Y,Low,N,Sp/Sp,Sp,32.2,1.8,17.9,NA,0.00314,NA,0.05809,5.128205128205128,SUIPU/SUIPU,FC01,Sp,200.5301060536402,63.11421339885381,15.035726104622448,-9.34250939317427,5.300964390355507,4.144945996144571,3.5367810343692243,2.3003740746897035,Self
6034,a,NA,0.01450186822817523,0.02051466170688876,Tt,NA,4.963426125029202e-4,-3.7952611404140635e-4,1,Y,High,N,MIXED/THETE,Tt,35.7,3.6,9.9,NA,0.02442,NA,0.040190000000000003,37.79600681009132,MIXED/THETE,FC05,Mixed,145.0186822817523,205.1466170688876,4.963426125029202,-3.7952611404140635,4.976862577443416,5.3237249287151265,3.189811510466191,2.7424620944135145,Mixed
6035,b,0.00681717950039773,0.005574764331746751,0.00857629803998261,Tt,0.008163185990416322,-9.121762463820682e-5,-3.028869856829264e-4,1,Y,Low,N,Tt/Tt,Tt,47.1,1.3,36.6,NA,0.00437,NA,0.02195,16.60334346504559,THETE/THETE,FC13,Tt,55.74764331746751,85.7629803998261,-0.9121762463820682,-3.028869856829264,4.0208351371143065,4.451587449515107,2.912798791840597,2.790646800404611,Self
6036,b,NA,0.004387294115665963,0.005233919316637747,Sp,NA,5.1111267600434385e-5,-1.9340272112816637e-4,1,Y,Low,N,Sp/Sp,Sp,42.7,0.6,72.6,1.6e-4,0,NA,0.04259,0,SUIPU/SUIPU,FC11,Sp,43.87294115665963,52.33919316637747,0.5111126760043438,-1.9340272112816637,3.781297755480669,3.95774548174393,2.9872734136174905,2.855688085722947,Self
6038,b,NA,0.04125154051905788,0.01773369819095838,Tt,NA,0.004200367160267726,-1.3866067908407942e-4,1,Y,High,N,Tt/Tt,Tt,48.1,1.8,26.6,NA,0.0325,NA,0.036699999999999997,46.96531791907515,THETE/THETE,FC14,Tt,412.5154051905788,177.3369819095838,42.00367160267726,-1.3866067908407942,6.022273550993949,5.178051775139983,4.116172836473764,2.8866881397139643,Self
6041,b,NA,0.12292754376658754,0.014007181738600716,Tt,NA,0.044999390699924036,0.0029632900859812294,1,Y,High,N,Tt/Sp,Tt,36.9,1.2,31.1,NA,0.0018,NA,0.0352,4.864864864864864,THETE/SUIPU,FC07,Sp,1229.2754376658754,140.07181738600715,449.9939069992404,29.632900859812295,7.114180199725183,4.942155272407985,6.151272758525024,3.8908672828081814,Other
6043,b,NA,0.06071673002756617,0.012611039844925731,Sp,NA,-2.0800060916620344e-4,-7.371769386890215e-4,1,Y,High,N,Sp/Sp,Sp,28.1,1.9,14.6,0.00316,0.00207,NA,0.04733,4.190283400809716,SUIPU/SUIPU,FC02,Sp,607.1673002756617,126.1103984492573,-2.0800060916620344,-7.3717693868902145,6.408804371330326,4.837157701500159,2.8472564844012993,2.480618656826382,Self
6044,b,NA,0.007894647031101654,0.00875220645266328,Tt,NA,-1.861037787133646e-4,-1.2771227789387662e-4,1,Y,Low,N,Tt/Tt,Tt,47.6,1,48.2,NA,0.0018600000000000001,NA,0.02524,6.863468634686347,THETE/THETE,FC13,Tt,78.94647031101654,87.5220645266328,-1.8610377871336459,-1.2771227789387662,4.368770031798696,4.471890927593723,2.8598773749933937,2.8927744721870288,Self
6045,b,NA,0.00647634304745992,0.004882076837188887,Tt,NA,-2.3719639807545656e-4,-0.001321102170759536,1,Y,Low,N,Tt/Tt,Tt,46.4,0.6,83.4,NA,0.03315,NA,0.032869999999999996,50.21205695243866,THETE/THETE,FC03,Tt,64.7634304745992,48.82076837188887,-2.3719639807545656,-13.21102170759536,4.170741099528128,3.888155803716192,2.8301769538492882,1.8098288841929426,Self
6048,b,NA,0.031658930390853435,0.010016529759296011,Tt,NA,0.0048754552613339275,-1.4231014668225628e-4,1,Y,High,N,Tt/None,Tt,40.4,2.7,15.1,NA,0.00354,NA,0.0211,14.366883116883116,THETE/NM,FC02,None,316.58930390853436,100.16529759296012,48.75455261333927,-1.4231014668225628,5.757605362632795,4.606821797256608,4.220609689657451,2.8846511021200127,None
6049,a,0.014282008177049388,0.05637837019392866,0.02185562379867756,Tt,0.0018320127718325363,0.004565280783437431,2.9214541416577866e-5,1,Y,High,N,Tt/None,Tt,37.1,2.8,13.3,0.02036,0.0172,NA,0.08981,16.073264180917672,THETE/NM,FC02,None,563.7837019392866,218.55623798677559,45.65280783437431,0.29214541416577866,6.334670670740519,5.387043363509063,4.1739753615270345,2.976170638731176,None
6050,b,NA,0.02149290813204563,0.009884601881156252,Sp,NA,2.0438808139339182e-4,-9.926433855231842e-4,1,Y,High,N,Sp/Sp,Sp,22.5,1.8,12.8,0.02985,0.02736,NA,0.03931,41.037948102594875,SUIPU/SUIPU,FC05,Sp,214.9290813204563,98.84601881156252,2.043880813933918,-9.926433855231842,5.3703081193903,4.593563273758145,3.0617215129409443,2.2400700996655294,Self
6052,a,NA,0.008950102669053717,0.011599636847000827,Tt,NA,9.233230331580633e-4,-0.0010729331108141893,1,Y,High,N,MIXED/THETE,Tt,32.1,1.4,23.5,NA,0.01834,NA,0.038060000000000004,32.51773049645389,MIXED/THETE,FC12,Mixed,89.50102669053717,115.99636847000826,9.233230331580632,-10.729331108141892,4.494250096617663,4.75355888432328,3.3517849127363557,2.150725913821873,Mixed
6053,a,NA,0.0031887998967550235,0.003452691025413346,Tt,NA,-2.8463959154723106e-4,-6.641867659340495e-4,1,Y,Low,N,Tt/Sp,Tt,43.7,0.5,84.1,NA,0.01596,NA,0.046400000000000004,25.593329057087878,THETE/SUIPU,FC08,Sp,31.887998967550235,34.526910254133455,-2.8463959154723106,-6.641867659340495,3.4622297310930623,3.5417390273558516,2.801785063148669,2.539912060488963,Other
6055,a,0.001605423556345853,0.0054758095693441255,0.009290922074382202,Tt,-3.1748490580379984e-4,-7.116303660598677e-4,-0.001390443746722314,1,Y,High,N,Tt/Tt,Tt,47,2.3,20.4,0.00445,0.01212,NA,0.0451,21.1814051031108,THETE/THETE,FC09,Tt,54.758095693441255,92.90922074382202,-7.116303660598677,-13.90443746722314,4.002925224312302,4.5316228954027,2.501773597561361,1.68935498167627,Self
6056,b,NA,0.004475255850144633,0.004134403257624486,Sp,NA,0.0011276884351851257,-5.10907751252343e-4,1,Y,Low,N,MIXED/SUIPU,Sp,46.9,0.7,66.7,NA,0.01282,NA,0.02185,36.97721372944909,MIXED/SUIPU,FC10,Mixed,44.75255850144633,41.34403257624486,11.276884351851258,-5.10907751252343,3.801148616303216,3.721928096091445,3.4209120308069045,2.6540406682776876,Mixed
6063,a,NA,0.0728840722502695,0.006982099521478657,Sp,NA,6.569168752761922e-4,-0.001076582646856672,1,Y,High,N,Sp/None,Sp,34.7,1.7,19.9,0.0031,0.0122,NA,0.06801,15.210073556913104,SUIPU/NM,FC02,None,728.8407225026949,69.82099521478658,6.5691687527619225,-10.765826468566718,6.59145522048613,4.245934755582558,3.25384104964174,2.1464688187508947,None
6064,a,NA,0.011643611320497849,0.006795190122702577,Sp,NA,-3.28433348701862e-4,-0.001175120221067083,1,Y,High,N,Tt/Sp,Sp,36.8,1.8,20.7,0.0124,0.00185,NA,0.04229,4.191209787041233,THETE/SUIPU,FC05,Tt,116.43611320497848,67.95190122702577,-3.2843334870186203,-11.75120221067083,4.7573427380813555,4.218800120000071,2.7748418163731676,2.0240902120232,Other
6065,b,NA,0.01165460493276238,0.027109206918453532,Tt,NA,1.313991812624815e-4,-0.0010254891665923416,1,Y,High,N,Tt/Tt,Tt,35,1.8,18.9,NA,0.01168,NA,0.12567,8.503822351656352,THETE/THETE,FC12,Tt,116.5460493276238,271.0920691845353,1.3139918126248151,-10.254891665923417,4.758286468104372,5.6024585018699025,3.0269603346114202,2.204479526347361,Self
6066,b,0.0250540013276197,0.046008696835931895,0.018711999630377507,Tt,0.001996232040467727,0.002003530662064268,-6.167432109921434e-4,1,Y,High,N,Tt/Tt,Tt,41.6,1.3,33,NA,0.00971,NA,0.03839,20.187110187110186,THETE/THETE,FC12,Tt,460.086968359319,187.11999630377508,20.03530662064268,-6.1674321099214335,6.131415533263932,5.231750102522691,3.6726415870258315,2.576649225163042,Self
6068,b,0.001990276635336574,0.008125529876608306,0.0021222255730573014,Tt,0.0014086894940240624,0.004211314607858063,-0.0010510359001740799,1,Y,High,N,Tt/None,Tt,17.3,2.1,8.1,0.0053,0.01874,NA,0.036449999999999996,33.95542670773691,THETE/NM,FC05,None,81.25529876608306,21.222255730573014,42.113146078580634,-10.510359001740799,4.3975960346659635,3.055050429636688,4.117956423754739,2.1758947762883807,None
6069,a,0.0027599738096735216,0.005816652917456588,0.006069535173978791,Tt,2.5912968631119915e-4,6.824627329953259e-4,3.978081495444874e-4,1,Y,Low,N,Tt/None,Tt,40.5,0.9,43.2,NA,0.00352,NA,0.02879,10.89445991952956,THETE/NM,FC11,None,58.16652917456588,60.69535173978791,6.824627329953259,3.978081495444874,4.063310089210534,4.105867117535016,3.2636599169626965,3.14838920102767,None
6070,a,NA,0.03135123282365626,0.029406100319721462,Tt,NA,0.00275163370347431,-2.6274272740728355e-4,1,Y,High,N,Tt/Tt,Tt,40.5,2.6,15.6,NA,0.0118,NA,0.0298,28.365384615384613,THETE/THETE,FC14,Tt,313.5123282365626,294.06100319721463,27.5163370347431,-2.6274272740728355,5.747838683818328,5.683787239682883,3.8466683789913025,2.814989251881436,Self
6071,a,0.003331741099555696,0.0032327818493091964,0.004475255850144633,Tt,-0.0010619845042910137,-6.641867659340495e-4,-1.0929481584875944e-5,1,Y,Low,N,Tt/Sp,Tt,42.2,0.9,45.1,NA,0.02043,NA,0.01718,54.32065939909598,THETE/SUIPU,FC11,Sp,32.32781849309197,44.75255850144633,-6.641867659340495,-0.10929481584875944,3.4759281132185884,3.801148616303216,2.539912060488963,2.9554897371200033,Other
6075,a,NA,0.0032767637627519886,0.005453819595256926,Tt,NA,1.4616718613580382e-5,1.5329586253060024e-4,1,Y,Low,N,Tt/Tt,Tt,43.9,0.7,59.7,NA,0.0065,NA,0.017300000000000003,27.310924369747898,THETE/THETE,FC10,Tt,32.76763762751989,54.538195952569254,0.14616718613580382,1.5329586253060024,3.489441370625422,3.9989012993597215,2.96869970499093,3.0375161538150044,Self
6077,b,NA,0.023471324901410018,0.010104481482540173,Sp,NA,5.802792235178877e-4,-8.904566495800958e-4,1,Y,Low,N,Sp/Sp,Sp,34.6,1.1,30.6,0.00817,0.00748,NA,0.025800000000000003,22.475961538461533,SUIPU/SUIPU,FC03,Sp,234.71324901410017,101.04481482540173,5.802792235178877,-8.904566495800958,5.458364552112006,4.615564129573172,3.223792353721174,2.343329369870514,Self
6078,a,NA,0.007300943336191468,0.00793862479905938,Tt,NA,8.395633882973819e-5,-0.0018320423635135863,1,Y,Low,N,Tt/Sp,Tt,48.3,1.2,39.8,NA,0.01268,NA,0.021589999999999998,37.000291800408526,THETE/SUIPU,FC04,Sp,73.00943336191467,79.3862479905938,0.8395633882973819,-18.320423635135864,4.290588656935489,4.3743251541414825,3.003699799524054,0,Other
6080,a,NA,0.005036008229930999,0.006322416137499953,Tt,NA,-2.9193854839937305e-4,-0.0012371624974163442,1,Y,Low,N,Tt/Tt,Tt,38.8,0.9,43.1,NA,0.01527,NA,0.034100000000000005,30.929714401458376,THETE/THETE,FC06,Tt,50.360082299309994,63.22416137499953,-2.9193854839937305,-12.371624974163442,3.919198843394628,4.1466865283320296,2.7973446347255826,1.9385687900992914,Self
6085,b,NA,0.008158513052264782,0.004167389095047991,Sp,NA,3.3576783213629113e-4,-0.0015948194794525028,1,Y,Low,N,Tt/Sp,Sp,44.4,1.2,36.8,0.0033,0.0015,NA,0.02194,6.399317406143344,THETE/SUIPU,FC06,Tt,81.58513052264782,41.67389095047991,3.3576783213629113,-15.948194794525028,4.4016470213780945,3.729874816416647,3.1213997873724537,1.2155739027867203,Other
6087,b,NA,0.0020892383716284435,0.0026940002355033688,Tt,NA,-2.2989744924395428e-4,-6.933828222026595e-4,1,Y,High,N,Tt/Tt,Tt,45.4,2.7,16.6,0.0075,0.0235,NA,0.0538,30.40103492884864,THETE/THETE,FC09,Tt,20.892383716284435,26.940002355033688,-2.2989744924395428,-6.9338282220265945,3.0393846770665225,3.2936122583999454,2.834474263039897,2.5166148728209343,Self
6088,a,NA,0.004519236658719228,0.0054758095693441255,Tt,NA,1.5329586253060024e-4,-5.875471996402148e-4,1,Y,Low,N,Tt/Tt,Tt,42.7,0.9,46.3,NA,0.01057,NA,0.01399,43.037459283387626,THETE/THETE,FC01,Tt,45.19236658719228,54.758095693441255,1.5329586253060024,-5.8754719964021485,3.810928191761885,4.002925224312302,3.0375161538150044,2.5986036927440144,Self
6090,a,0.017052173391278735,0.010445292932755423,0.033494086828425695,Tt,0.003977768537451187,-7.444759618465691e-4,-0.0011641715920852058,1,Y,High,N,Tt/None,Tt,47,1.8,26.5,NA,0.03334,NA,0.04592,42.064092858945244,THETE/NM,FC12,None,104.45292932755423,334.94086828425696,-7.444759618465691,-11.641715920852057,4.648736532870723,5.813954003660579,2.474491265550675,2.038451266631911,None
6093,b,0.039526546279702535,0.01876695981122012,0.017447898612021007,Tt,0.013347945212868972,0.003229683909854675,-2.7369115827413637e-4,1,Y,High,N,Tt/Tt,Tt,45.8,2.7,16.7,NA,0.05466,NA,0.05412,50.24820739106454,THETE/THETE,FC15,Tt,187.6695981122012,174.47898612021007,32.29683909854675,-2.7369115827413637,5.234682959840885,5.161804311011119,3.9438561656408204,2.8084089519072344,Self
6094,a,NA,0.010731132983286873,0.018349260904860998,Tt,NA,2.9214541416577866e-5,-0.0014342384760079874,1,Y,High,N,Tt/Tt,Tt,41.2,2,20.2,NA,0.02518,NA,0.05662,30.782396088019564,THETE/THETE,FC12,Tt,107.31132983286872,183.49260904860998,0.29214541416577866,-14.342384760079874,4.675734234303484,5.212174389019207,2.976170638731176,1.605036013287344,Self
6097,a,0.005398844617262588,0.03361496300521116,0.03364792918395754,Tt,9.707650762094122e-4,0.0014159882017047432,-1.8245430790692074e-4,1,Y,High,N,Tt/Tt,Tt,37.8,1.5,24.5,8.1e-4,0.02779,NA,0.03915,41.514789363609204,THETE/THETE,FC05,Tt,336.1496300521116,336.47929183957535,14.159882017047432,-1.8245430790692074,5.817556388370372,5.818536607338454,3.510957374975758,2.861965456423103,Self
6099,b,0.02849394968384411,0.02185562379867756,0.02239419669859566,Tt,0.0035946046438556922,0.0029778870447290107,-4.63464342289277e-4,1,Y,High,N,Tt/Tt,Tt,40.9,1.8,22.2,NA,0.0144,NA,0.04307999999999999,25.05219206680585,THETE/THETE,FC16,Tt,218.55623798677559,223.94196698595658,29.778870447290107,-4.63464342289277,5.387043363509063,5.411386942333516,3.893844657557122,2.686879693116197,Self
