Plant,Side,hyphae.APE13C,mycorrhizas.APE13C,uncolonized_roots.APE13C,mycofungus,hyphae.APE15N,mycorrhizas.APE15N,uncolonized_roots.APE15N,received15N,N_level,Failed_split,Fungi,compartment_fungus,pctC,pctN,CNratio,CforN,competition_treatment,mycoC13forN15,dead_tissue,mycorrhizas,other,roots,percent_col,competitors,enriched,Batch,versus,mycoC13ppmexcess,nmC13ppmexcess,mycoN15ppmexcess,nmN15ppmexcess,mycologC13,nmlogC13
6090,a,0.017052173391278735,0.010445292932755423,0.033494086828425695,Tt,0.003977768537451187,-7.444759618465691e-4,-0.0011641715920852058,Y,High,N,Tt/None,Tt,47,1.8,26.5,-8.97229669901697,None,-14.030396504471854,NA,0.03334,NA,0.04592,42.064092858945244,THETE/NM,1,FC12,None,104.45292932755423,334.94086828425696,-7.444759618465691,-11.641715920852057,4.648736532870723,5.813954003660579
6090,b,NA,NA,0.018876879989659034,None,NA,NA,-0.001456135855088636,N,High,N,Tt/None,None,45.8,3.4,13.6,-12.963680499790993,None,NA,NA,0,NA,0.04947,0,THETE/NM,1,FC12,Tt,NA,188.76879989659034,NA,-14.56135855088636,NA,5.2405229852703155
6092,a,NA,NA,0.005904612109858043,Sp,NA,NA,-3.5762920819359945e-4,Y,Low,N,Sp/Sp,Sp,46,0.6,76.2,NA,Self,NA,0.00245,9.9e-4,NA,0.0254,3.751420992800303,SUIPU/SUIPU,1,FC08,Sp,NA,59.04612109858043,NA,-3.5762920819359945,NA,4.0783188520620905
6092,b,NA,0.01889886399602725,0.005299889502883737,Sp,NA,2.95624056170396e-4,-3.3208283020252916e-4,N,Low,N,Sp/Sp,Sp,36,1.1,34.1,-56.910090727970776,Self,63.9287081059941,NA,0.0028,NA,0.07474,3.6110394635027085,SUIPU/SUIPU,1,FC08,Sp,188.98863996027248,52.99889502883737,2.95624056170396,-3.3208283020252916,5.241686907222898,3.970271064822286
6093,a,NA,0.027504851665630214,0.024042852787608204,Tt,NA,2.226352897165551e-4,-0.001175120221067083,N,High,N,Tt/Tt,Tt,43.3,1.8,23.6,-23.40598959368947,Self,123.54219180906863,NA,0.06445,NA,0.1644,28.162551889884202,THETE/THETE,1,FC15,Tt,275.0485166563021,240.42852787608206,2.226352897165551,-11.75120221067083,5.616947506310386,5.482422863990244
6093,b,0.039526546279702535,0.01876695981122012,0.017447898612021007,Tt,0.013347945212868972,0.003229683909854675,-2.7369115827413637e-4,Y,High,N,Tt/Tt,Tt,45.8,2.7,16.7,-68.56984321145892,Self,5.810772922376968,NA,0.05466,NA,0.05412,50.24820739106454,THETE/THETE,1,FC15,Tt,187.6695981122012,174.47898612021007,32.29683909854675,-2.7369115827413637,5.234682959840885,5.161804311011119
6094,a,NA,0.010731132983286873,0.018349260904860998,Tt,NA,2.9214541416577866e-5,-0.0014342384760079874,Y,High,N,Tt/Tt,Tt,41.2,2,20.2,-7.482112049563444,Self,367.32163035759527,NA,0.02518,NA,0.05662,30.782396088019564,THETE/THETE,1,FC12,Tt,107.31132983286872,183.49260904860998,0.29214541416577866,-14.342384760079874,4.675734234303484,5.212174389019207
6094,b,0.008037574633984246,0.013061767126727464,0.025812349163899073,Tt,-0.001178769764595744,-6.824342990967569e-4,-9.853443260043893e-4,N,High,N,Tt/Tt,Tt,19.5,1.7,11.2,-13.256043376931446,Self,-19.13996284186698,NA,0.03333,NA,0.04045,45.174844131200864,THETE/THETE,1,FC12,Tt,130.61767126727463,258.12349163899074,-6.824342990967569,-9.853443260043893,4.872274516014212,5.55343812016889
6096,a,NA,NA,0.003969473740514928,None,NA,NA,8.395633882973819e-5,Y,Low,N,Tt/None,None,34,0.7,46,47.280214881272315,None,NA,NA,0,NA,0.02476,0,THETE/NM,1,FC04,Tt,NA,39.69473740514928,NA,0.8395633882973819,NA,3.6812186198421655
6096,b,NA,0.006069535173978791,0.00458520779825089,Tt,NA,-2.9176775461658977e-5,-5.911967001233642e-4,N,Low,N,Tt/None,Tt,47.3,0.8,62.5,-10.266524107310255,None,-208.02624957493092,NA,0,NA,0.01954,0,THETE/NM,1,FC04,None,60.69535173978791,45.8520779825089,-0.29176775461658977,-5.911967001233642,4.105867117535016,3.8254205189952084
6097,a,0.005398844617262588,0.03361496300521116,0.03364792918395754,Tt,9.707650762094122e-4,0.0014159882017047432,-1.8245430790692074e-4,Y,High,N,Tt/Tt,Tt,37.8,1.5,24.5,-184.23770526898093,Self,23.739578454637744,8.1e-4,0.02779,NA,0.03915,41.514789363609204,THETE/THETE,1,FC05,Tt,336.1496300521116,336.47929183957535,14.159882017047432,-1.8245430790692074,5.817556388370372,5.818536607338454
6097,b,NA,0.05436831745602655,0.013105740300138446,Tt,NA,2.445319308815863e-4,-7.116303660598677e-4,N,High,N,Tt/Tt,Tt,30.1,3.3,9,-76.39965921782021,Self,222.3362701959533,NA,0.02726,NA,0.09813,21.740170667517344,THETE/THETE,1,FC05,Tt,543.6831745602655,131.05740300138447,2.445319308815863,-7.116303660598677,6.298366677489963,4.87563541807384
6098,b,NA,0.032582011603750294,0.005519789488187987,Tt,NA,0.004068997601523849,-6.313412230848914e-4,N,High,N,MIXED/THETE,Tt,49.4,3.5,13.9,-51.60760997760676,0,8.00738039057783,NA,0,0.0022,0.042800000000000005,0,MIXED/THETE,1,FC09,Mixed,325.82011603750294,55.197894881879876,40.68997601523849,-6.313412230848914,5.786345437777862,4.010924816358018
6099,a,0.033636940460150866,0.02097630849866916,0.035461035166824084,Tt,0.0014378843183308065,-1.0929481584875944e-5,-8.795080831615065e-4,N,High,N,Tt/Tt,Tt,20.4,1.5,13.6,-23.85004629322687,Self,-1919.2409389019758,NA,0.02702,NA,0.09562000000000001,22.03196347031963,THETE/THETE,1,FC16,Tt,209.7630849866916,354.61035166824087,-0.10929481584875944,-8.795080831615065,5.345978727128309,5.871019585735844
6099,b,0.02849394968384411,0.02185562379867756,0.02239419669859566,Tt,0.0035946046438556922,0.0029778870447290107,-4.63464342289277e-4,Y,High,N,Tt/Tt,Tt,40.9,1.8,22.2,-47.15707726450312,Self,7.339305846863118,NA,0.0144,NA,0.04307999999999999,25.05219206680585,THETE/THETE,1,FC16,Tt,218.55623798677559,223.94196698595658,29.778870447290107,-4.63464342289277,5.387043363509063,5.411386942333516
