Page,Original_entry_order,Date,Weigher,Plant_number,Side,Labeling_batch,Tissue,Mass_g,Notes,Notes2,,,,,,,,,,,,,,,,,
18,576,181107,AV,6035,B,FC13,other %,0.005,,,,,,,,,,,,,,,,,,,
18,577,181107,AV,6021,B,FC13,hyphae,NA,,,,,,,,,,,,,,,,,,,
18,578,181107,AV,6035,B,FC13,hyphae,NA,,,,,,,,,,,,,,,,,,,
18,579,181107,AV,6035,B,FC13,extra roots,0.1384,,,,,,,,,,,,,,,,,,,
19,580,181109,AV,6044,B,FC13,NM %,0.01875,,,,,,,,,,,,,,,,,,,
19,581,181109,AV,6021,A,FC13,other %,0.00842,,,,,,,,,,,,,,,,,,,
19,582,181109,AV,6019,B,FC13,extra suipu,0.00529,,,,,,,,,,,,,,,,,,,
19,583,181109,AV,6011,B,FC13,dead mycos %,0.00677,,,,,,,,,,,,,,,,,,,
19,584,181109,AV,6011,A,FC13,hyphae,NA,,,,,,,,,,,,,,,,,,,
19,585,181109,AV,6035,A,FC13,extra roots,0.4093,,,,,,,,,,,,,,,,,,,
19,586,181109,AV,6035,A,FC13,extra mycos,0.00418,,,,,,,,,,,,,,,,,,,
19,587,181109,AV,6021,B,FC13,extra roots,0.47445,,,,,,,,,,,,,,,,,,,
19,588,181109,AV,6058,B,FC13,extra roots,0.22489,,,,,,,,,,,,,,,,,,,
19,589,181109,AV,6021,B,FC13,other %,0.00755,,,,,,,,,,,,,,,,,,,
19,590,181109,AV,6058,B,FC13,NM %,0.07091,,,,,,,,,,,,,,,,,,,
19,591,181109,AV,6019,A,FC13,dead suipu %,0.03587,,,,,,,,,,,,,,,,,,,
19,592,181109,AV,6058,A,FC13,extra root,0.2379,,,,,,,,,,,,,,,,,,,
19,593,181109,AV,6035,A,FC13,other %,0.00283,,,,,,,,,,,,,,,,,,,
19,594,181109,AV,6019,A,FC13,other %,0.00715,,,,,,,,,,,,,,,,,,,
19,595,181109,AV,6011,none,FC13,shoot,0.51077,,,,,,,,,,,,,,,,,,,
19,596,181109,AV,6019,B,FC13,live suipu %,0.00259,,,,,,,,,,,,,,,,,,,
19,597,181109,AV,6011,A,FC13,other %,0.01595,,,,,,,,,,,,,,,,,,,
19,598,181109,AV,6011,A,FC13,extra roots,0.03225,,,,,,,,,,,,,,,,,,,
19,599,181109,AV,6011,B,FC13,extra suipu,0.0062,,,,,,,,,,,,,,,,,,,
19,600,181109,AV,6019,B,FC13,dead suipu %,0.00055,,,,,,,,,,,,,,,,,,,
19,601,181109,AV,6021,none,FC13,shoot,0.7363,,,,,,,,,,,,,,,,,,,
19,602,181109,AV,6011,A,FC13,NM %,0.06211,,,,,,,,,,,,,,,,,,,
19,603,181109,AV,6058,none,FC13,shoot,0.76815,,,,,,,,,,,,,,,,,,,
19,604,181109,AV,6021,A,FC13,NM %,0.0319,,,,,,,,,,,,,,,,,,,
19,605,181109,AV,6021,B,FC13,NM %,0.08568,,,,,,,,,,,,,,,,,,,
19,606,181109,AV,6044,none,FC13,shoot,0.50395,,,,,,,,,,,,,,,,,,,
19,607,181109,AV,6019,A,FC13,live suipu %,0.0185,,,,,,,,,,,,,,,,,,,
19,608,181109,AV,6011,B,FC13,live suipu %,0.00798,,,,,,,,,,,,,,,,,,,
19,609,181109,AV,6035,A,FC13,mycos %,0.00085,,,,,,,,,,,,,,,,,,,
19,610,181109,AV,6035,A,FC13,NM %,0.01498,,,,,,,,,,,,,,,,,,,
20,611,181108,CB,6075,none,FC10,shoot,0.5764,,,,,,,,,,,,,,,,,,,
20,612,181108,CB,6072,none,FC10,shoot,1.0769,,,,,,,,,,,,,,,,,,,
20,613,181108,CB,6087,none,FC09,shoot,3.7102,trouble balancing scale,,,,,,,,,,,,,,,,,,
20,614,181108,CB,6040,A,FC09,NM %,0.0293,scale won't settle,,,,,,,,,,,,,,,,,,
20,615,181108,CB,6087,B,FC09,live mycos %,0.0235,,,,,,,,,,,,,,,,,,,
20,616,181108,CB,6087,A,FC09,extra roots,0.4906,,,,,,,,,,,,,,,,,,,
20,617,181108,CB,6098,A,FC09,dead suipu %,0.0002,,,,,,,,,,,,,,,,,,,
20,618,181108,CB,6098,A,FC09,extra thete,0.0027,,,,,,,,,,,,,,,,,,,
20,619,181108,CB,6076,none,FC10,shoot,0.6073,,,,,,,,,,,,,,,,,,,
20,620,181108,CB,6076,B,FC10,extra roots,0.4311,,,,,,,,,,,,,,,,,,,
20,621,181108,CB,6072,B,FC10,extra roots,0.5039,,,,,,,,,,,,,,,,,,,
20,622,181108,CB,6040,A,FC09,extra roots,0.3426,,,,,,,,,,,,,,,,,,,
20,623,181108,CB,6098,B,FC09,extra roots,0.3893,,,,,,,,,,,,,,,,,,,
20,624,181108,CB,6098,B,FC09,thete % live,0.0022,,,,,,,,,,,,,,,,,,,
20,625,181108,CB,6087,A,FC09,dead mycos %,0.0099,,,,,,,,,,,,,,,,,,,
20,626,181108,CB,6040,A,FC09,mycos %,0.2364,,,,,,,,,,,,,,,,,,,
20,627,181108,CB,6051,B,FC09,extra roots,0.4008,,,,,,,,,,,,,,,,,,,
20,628,181108,CB,6051,B,FC09,mycos %,0.0218,,,,,,,,,,,,,,,,,,,
20,629,181108,CB,6087,A,FC09,NM %,0.0695,,,,,,,,,,,,,,,,,,,
20,630,181108,CB,6087,B,FC09,NM %,0.0342,,,,,,,,,,,,,,,,,,,
20,631,181108,CB,6087,B,FC09,dead mycos %,0.0075,,,,,,,,,,,,,,,,,,,
20,632,181108,CB,6087,A,FC09,live mycos %,0.0216,,,,,,,,,,,,,,,,,,,
20,633,181108,CB,6087,B,FC09,extra shoots,0.6665,,,,,,,,,,,,,,,,,,,
20,634,181108,CB,6098,none,FC09,shoot,0.9577,,,,,,,,,,,,,,,,,,,
20,635,181108,CB,6051,none,FC09,shoot,0.9407,,,,,,,,,,,,,,,,,,,
20,636,181108,CB,6072,B,FC10,NM %,0.06593,,,,,,,,,,,,,,,,,,,
20,637,181108,CB,6072,B,FC10,mycos %,0.0209,,,,,,,,,,,,,,,,,,,
20,638,181108,CB,6056,B,FC10,NM %,0.0195,,,,,,,,,,,,,,,,,,,
20,639,181108,CB,6072,A,FC10,mycos %,0.0174,,,,,,,,,,,,,,,,,,,
20,640,181108,CB,6072,A,FC10,NM %,0.0122,,,,,,,,,,,,,,,,,,,
20,641,181108,CB,6072,A,FC10,rhizos,NA,,,,,,,,,,,,,,,,,,,
20,642,181108,CB,6072,A,FC10,extra roots,0.0695,,,,,,,,,,,,,,,,,,,
20,643,181108,CB,6076,A,FC10,extra roots,0.0354,,,,,,,,,,,,,,,,,,,
20,644,181108,CB,6076,A,FC10,NM %,0.0327,,,,,,,,,,,,,,,,,,,
20,645,181108,CB,6075,A,FC10,mycos %,0.0065,,,,,,,,,,,,,,,,,,,
20,646,181108,CB,6075,A,FC10,NM %,0.0158,,,,,,,,,,,,,,,,,,,
20,647,181108,CB,6076,B,FC10,NM %,0.0406,,,,,,,,,,,,,,,,,,,
21,648,181108,CB,6075,A,FC10,other %,0.0015,,,,,,,,,,,,,,,,,,,
21,649,181108,CB,6040,none,FC09,shoot,1.1449,,,,,,,,,,,,,,,,,,,
21,650,181108,CB,6051,B,FC09,other %,0.0073,,,,,,,,,,,,,,,,,,,
21,651,181108,CB,6040,A,FC09,other %,0.0017,,,,,,,,,,,,,,,,,,,
21,652,181108,CB,6087,B,FC09,other %,0.0196,,,,,,,,,,,,,,,,,,,
21,653,181108,CB,6055,B,FC09,hyphae,NA,,,,,,,,,,,,,,,,,,,
21,654,181108,CB,6051,B,FC09,hyphae,NA,,,,,,,,,,,,,,,,,,,
21,655,181108,CB,6055,B,FC09,mycos %,0.0192,,,,,,,,,,,,,,,,,,,
21,656,181108,CB,6055,B,FC09,dead mycos %,0.0003,,,,,,,,,,,,,,,,,,,
21,657,181108,CB,6055,B,FC09,other %,0.0051,,,,,,,,,,,,,,,,,,,
21,658,181108,CB,6055,B,FC09,NM %,0.1025,,,,,,,,,,,,,,,,,,,
21,659,181108,CB,6055,B,FC09,extra roots,0.4607,,,,,,,,,,,,,,,,,,,
21,660,181108,CB,6087,A,FC09,other %,0.0076,,,,,,,,,,,,,,,,,,,
21,661,181108,CB,6072,B,FC10,other %,0.0056,,,,,,,,,,,,,,,,,,,
21,662,181108,CB,6098,A,FC09,other %,0.0029,,,,,,,,,,,,,,,,,,,
21,663,181108,CB,6098,A,FC09,extra roots,0.355,,,,,,,,,,,,,,,,,,,
21,664,181108,CB,6098,A,FC09,extra dead suipu,0.0095,,,,,,,,,,,,,,,,,,,
21,665,181108,CB,6098,A,FC09,NM %,0.0411,,,,,,,,,,,,,,,,,,,
21,666,181108,CB,6098,A,FC09,suipu %,0.0014,"envelope says ""sort of alive.""",,,,,,,,,,,,,,,,,,
21,667,181108,CB,6098,B,FC09,other %,0.0037,,,,,,,,,,,,,,,,,,,
21,668,181108,CB,6098,B,FC09,NM %,0.0391,,,,,,,,,,,,,,,,,,,
21,669,181108,CB,6028,B,FC09,extra roots,0.7792,,,,,,,,,,,,,,,,,,,
21,670,181108,CB,6028,B,FC09,other %,0.0084,,,,,,,,,,,,,,,,,,,
21,671,181108,CB,6028,B,FC09,hyphae / fruit,NA,,,,,,,,,,,,,,,,,,,
21,672,181108,CB,6028,B,FC09,NM %,0.0301,,,,,,,,,,,,,,,,,,,
21,673,181108,CB,6028,B,FC09,mycos %,0.0629,,,,,,,,,,,,,,,,,,,
21,674,181108,CB,6028,B,FC09,dead mycos %,0.0105,,,,,,,,,,,,,,,,,,,
21,675,181108,CB,6028,A,FC09,extra roots,0.8265,,,,,,,,,,,,,,,,,,,
21,676,181108,CB,6028,A,FC09,extra suipu,0.0182,,,,,,,,,,,,,,,,,,,
21,677,181108,CB,6028,A,FC09,suipu mycos %,0.0061,,,,,,,,,,,,,,,,,,,
22,678,181114,AV,6030,none,FC11,before,0.00937,,,,,,,,,,,,,,,,,,,
22,679,181114,AV,6014,B,FC07,NM %,0.03839,,,,,,,,,,,,,,,,,,,
22,680,181114,AV,6036,none,FC11,before,0.00785,,,,,,,,,,,,,,,,,,,
22,681,181114,AV,6025,B,FC07,extra roots,0.6755,,,,,,,,,,,,,,,,,,,
22,682,181114,AV,6069,none,FC11,before,0.0669,,,,,,,,,,,,,,,,,,,
22,683,181114,AV,6022,B,FC07,crust,NA,,,,,,,,,,,,,,,,,,,
22,684,181114,AV,6020,none,FC11,before,0.00684,,,,,,,,,,,,,,,,,,,
22,685,181114,AV,6071,none,FC11,before,0.01481,,,,,,,,,,,,,,,,,,,
22,686,181114,AV,6002,A,FC07,other %,0.00297,,,,,,,,,,,,,,,,,,,
22,687,181114,AV,6002,B,FC07,other %,0.00412,,,,,,,,,,,,,,,,,,,
22,688,181114,AV,6002,A,FC07,NM %,0.02184,,,,,,,,,,,,,,,,,,,
22,689,181114,AV,6025,B,FC07,mycos %,0.01307,,,,,,,,,,,,,,,,,,,
22,690,181114,AV,6014,A,FC07,extra roots,0.35205,,,,,,,,,,,,,,,,,,,
22,691,181114,AV,6014,A,FC07,NM %,0.02933,,,,,,,,,,,,,,,,,,,
22,692,181114,AV,6025,AR,FC07,THETE crust,0.74255,"I believe this is a crust (labeled ""(M"" originally, found envelope, handwriting is bad.). Exclude.",,,,,,,,,,,,,,,,,,
22,693,181114,AV,6025,A,FC07,hyphae,NA,,,,,,,,,,,,,,,,,,,
22,694,181114,AV,6025,A,FC07,THETE crust,NA,,,,,,,,,,,,,,,,,,,
22,695,181114,AV,6014,B,FC07,extra roots,0.24749,,,,,,,,,,,,,,,,,,,
22,696,181114,AV,6022,B,FC07,other %,0.01175,,,,,,,,,,,,,,,,,,,
22,697,181114,AV,6025,B,FC07,other %,0.02796,,,,,,,,,,,,,,,,,,,
22,698,181114,AV,6025,B,FC07,NM %,0.02365,,,,,,,,,,,,,,,,,,,
22,699,181114,AV,6025,A,FC07,extra roots,0.90869,,,,,,,,,,,,,,,,,,,
22,700,181114,AV,6025,A,FC07,mycos %,0.01655,,,,,,,,,,,,,,,,,,,
22,701,181114,AV,6025,B,FC07,dead mycos %,0.01904,,,,,,,,,,,,,,,,,,,
22,702,181114,AV,6055,none,FC09,before,0.0174,,,,,,,,,,,,,,,,,,,
22,703,181114,AV,6087,none,FC09,before,0.02429,,,,,,,,,,,,,,,,,,,
22,704,181114,AV,6028,none,FC09,before,0.01588,,,,,,,,,,,,,,,,,,,
22,705,181114,AV,6025,A,FC07,NM %,0.03826,,,,,,,,,,,,,,,,,,,
22,706,181114,AV,6040,none,FC09,before,0.00809,,,,,,,,,,,,,,,,,,,
22,707,181114,AV,6025,A,FC07,other %,0.0042,,,,,,,,,,,,,,,,,,,
22,708,181114,AV,6015,none,FC07,shoot,1.9595,,,,,,,,,,,,,,,,,,,
22,709,181114,AV,6041,none,FC07,shoot,1.026,,,,,,,,,,,,,,,,,,,
22,710,181114,AV,6022,none,FC07,shoot,3.4125,,,,,,,,,,,,,,,,,,,
22,711,181114,AV,6051,none,FC09,before,0.0074,,,,,,,,,,,,,,,,,,,
22,712,181114,AV,6098,none,FC09,before,0.0233,,,,,,,,,,,,,,,,,,,
23,713,181130,AV,6027,B,FC15,dead roots,0.0036,dead - failed split root,,,,,,,,,,,,,,,,,,
23,714,181130,AV,6027,A,FC15,other %,0.00452,,,,,,,,,,,,,,,,,,,
23,715,181130,AV,6027,A,FC15,extra roots,0.84995,,,,,,,,,,,,,,,,,,,
23,716,181130,AV,6027,A,FC15,hyphae,NA,,,,,,,,,,,,,,,,,,,
23,717,181130,AV,6006,B,FC15,mycos %,0.00873,,,,,,,,,,,,,,,,,,,
23,718,181130,AV,6027,AR,FC15,crust,NA,,,,,,,,,,,,,,,,,,,
23,719,181130,AV,6006,A,FC15,NM %,0.04745,,,,,,,,,,,,,,,,,,,
23,720,181130,AV,6093,B,FC15,mycos %,0.05466,,,,,,,,,,,,,,,,,,,
23,721,181130,AV,6006,A,FC15,extra roots,0.59163,,,,,,,,,,,,,,,,,,,
23,722,181130,AV,6027,A,FC15,mycos %,0.04506,,,,,,,,,,,,,,,,,,,
23,723,181130,AV,6006,A,FC15,other %,0.01271,,,,,,,,,,,,,,,,,,,
23,724,181130,AV,6027,A,FC15,NM %,0.05124,,,,,,,,,,,,,,,,,,,
23,725,181130,AV,6006,B,FC15,other %,0.00129,,,,,,,,,,,,,,,,,,,
23,726,181130,AV,6026,B,FC15,mycos %,0.00917,,,,,,,,,,,,,,,,,,,
23,727,181130,AV,6006,B,FC15,extra roots,0.6219,,,,,,,,,,,,,,,,,,,
23,728,181130,AV,6006,A,FC15,mycos %,0.0131,,,,,,,,,,,,,,,,,,,
23,729,181130,AV,6006,BR,FC15,hyphae,NA,,,,,,,,,,,,,,,,,,,
23,730,181130,AV,6006,BR,FC15,crust,NA,,,,,,,,,,,,,,,,,,,
23,731,181130,AV,6006,AR,FC15,crust,NA,,,,,,,,,,,,,,,,,,,
23,732,181130,AV,6006,BF,FC15,crust,NA,,,,,,,,,,,,,,,,,,,
23,733,181130,AV,6026,B,FC15,other %,0.01316,,,,,,,,,,,,,,,,,,,
23,734,181130,AV,6026,B,FC15,hyphae / crust,NA,,,,,,,,,,,,,,,,,,,
23,735,181130,AV,6026,B,FC15,NM %,0.04317,,,,,,,,,,,,,,,,,,,
24,736,181106,CB,6063,none,FC02,shoot,0.7735,,,,,,,,,,,,,,,,,,,
24,737,181106,CB,6012,B,FC02,roots % col,0.0355,,,,,,,,,,,,,,,,,,,
24,738,181106,CB,6082,A,FC02,rhizo,NA,,,,,,,,,,,,,,,,,,,
24,739,181106,CB,6082,B,FC02,live mycos %,0.0113,,,,,,,,,,,,,,,,,,,
24,740,181106,CB,6063,A,FC02,mycos dead %,0.0031,,,,,,,,,,,,,,,,,,,
24,741,181106,CB,6049,A,FC02,mycos %,0.0172,,,,,,,,,,,,,,,,,,,
24,742,181106,CB,6012,none,FC02,shoot,1.58,,,,,,,,,,,,,,,,,,,
24,743,181106,CB,6012,A,FC02,dead mycos %,0.0129,,,,,,,,,,,,,,,,,,,
24,744,181106,CB,6012,A,FC02,roots %,0.0704,,,,,,,,,,,,,,,,,,,
24,745,181106,CB,6012,A,FC02,mycos %,0.0927,,,,,,,,,,,,,,,,,,,
24,746,181106,CB,6063,B,FC02,roots %,0.0183,,,,,,,,,,,,,,,,,,,
24,747,181106,CB,6012,B,FC02,mycos % dead col,0.0051,,,,,,,,,,,,,,,,,,,
24,748,181106,CB,6012,B,FC02,mycos % col live,0.0038,,,,,,,,,,,,,,,,,,,
24,749,181106,CB,6063,B,FC02,term. fine roots % col,0.0152,,,,,,,,,,,,,,,,,,,
24,750,181106,CB,6063,B,FC02,other roots,0.458,,,,,,,,,,,,,,,,,,,
24,751,181106,CB,6063,A,FC02,other roots,0.1008,,,,,,,,,,,,,,,,,,,
24,752,181106,CB,6063,A,FC02,live mycos %,0.0122,,added %,,,,,,,,,,,,,,,,,
24,753,181106,CB,6043,A,FC02,roots for % col,0.1021,,,,,,,,,,,,,,,,,,,
24,754,181106,CB,6082,B,FC02,other roots,0.9678,,,,,,,,,,,,,,,,,,,
24,755,181106,CB,6082,A,FC02,roots %,0.0057,,,,,,,,,,,,,,,,,,,
24,756,181106,CB,6082,none,FC02,shoot,2.1071,,,,,,,,,,,,,,,,,,,
24,757,181106,CB,6043,none,FC02,shoot,1.9522,13C / 15N,,,,,,,,,,,,,,,,,,
24,758,181106,CB,6082,B,FC02,dead mycos %,0.001,,,,,,,,,,,,,,,,,,,
24,759,181106,CB,6012,B,FC02,other roots,0.5254,,,,,,,,,,,,,,,,,,,
24,760,181106,CB,6018,A,FC02,roots for % col,0.0122,13C / 15N,,,,,,,,,,,,,,,,,,
24,761,181106,CB,6048,B,FC02,roots for % col,0.0211,13C / 15N,,,,,,,,,,,,,,,,,,
24,762,181106,CB,6043,A,FC02,mycos %,0.0162,,added %,,,,,,,,,,,,,,,,,
24,763,181106,CB,6043,B,FC02,other roots,0.5914,,,,,,,,,,,,,,,,,,,
25,764,181029,LB,6102,B,FC16,mycos %,0.06504,,,,,,,,,,,,,,,,,,,
25,765,181029,LB,6103,A,FC16,mycos %,0.01654,,,,,,,,,,,,,,,,,,,
25,766,181029,LB,6103,B,FC16,rhizomorphs,0.00309,,,,,,,,,,,,,,,,,,,
25,767,181029,LB,6102,A,FC16,rhizomorphs,0.00089,,,,,,,,,,,,,,,,,,,
25,768,181029,LB,6010,A,FC16,NM %,0.08667,,,,,,,,,,,,,,,,,,,
25,769,181029,LB,6010,B,FC16,NM %,0.10235,,,,,,,,,,,,,,,,,,,
25,770,181029,LB,6102,A,FC16,NM %,0.03753,,,,,,,,,,,,,,,,,,,
25,771,181029,LB,6099,B,FC16,mycos %,0.0144,,,,,,,,,,,,,,,,,,,
25,772,181029,LB,6102,A,FC16,mycos %,0.00954,,,,,,,,,,,,,,,,,,,
25,773,181029,LB,6103,B,FC16,mycos %,0.00451,,,,,,,,,,,,,,,,,,,
25,774,181029,LB,6099,A,FC16,NM %,0.05362,,,,,,,,,,,,,,,,,,,
25,775,181029,LB,6010,A,FC16,rhizomorphs,0.01478,,,,,,,,,,,,,,,,,,,
25,776,181029,LB,6102,B,FC16,NM %,0.03121,,,,,,,,,,,,,,,,,,,
26,777,190110,AV,6088,B,FC01,mycos %,0.00704,13C / 15N,added %,,,,,,,,,,,,,,,,,
26,778,190110,AV,6007,B,FC01,mycos %,0.01336,13C / 15N,added %,,,,,,,,,,,,,,,,,
26,779,190110,AV,6007,B,FC01,hyphae,NA,13C / 15N,,,,,,,,,,,,,,,,,,
26,780,190110,AV,6007,B,FC01,roots %,0.0356,13C / 15N,added %,,,,,,,,,,,,,,,,,
26,781,190110,AV,6007,B,FC01,dead mycos %,0.00069,13C / 15N,added %,,,,,,,,,,,,,,,,,
26,782,190110,AV,6100,B,FC01,crust,NA,13C / 15N,,,,,,,,,,,,,,,,,,
26,783,190110,AV,6100,none,FC01,crust ,NA,13C / 15N,peeled from shoot,,,,,,,,,,,,,,,,,
26,784,190110,AV,6033,B,FC01,hyphae,NA,13C / 15N,,,,,,,,,,,,,,,,,,
26,785,190110,AV,6100,B,FC01,hyphae,NA,13C / 15N,,,,,,,,,,,,,,,,,,
26,786,190110,AV,6100,A,FC01,hyphae and rhizomorphs,NA,13C / 15N,,,,,,,,,,,,,,,,,,
26,787,190110,AV,6007,A ,FC01,other roots,0.13187,13C / 15N,,,,,,,,,,,,,,,,,,
26,788,190110,AV,6061,B,FC01,mycos %,0.00306,13C / 15N,added %,,,,,,,,,,,,,,,,,
26,789,190110,AV,6100,A,FC01,roots %,0.02585,13C / 15N,,,,,,,,,,,,,,,,,,
26,790,190110,AV,6057,A,FC01,suipu mycos %,0.00259,13C / 15N,,,,,,,,,,,,,,,,,,
26,791,190110,AV,6031,B,FC01,mycos %,0.0034,13C / 15N,,,,,,,,,,,,,,,,,,
26,792,190110,AV,6100,A,FC01,other roots,0.17755,13C / 15N,,,,,,,,,,,,,,,,,,
26,793,190110,AV,6033,B,FC01,other roots,0.09973,13C / 15N,,,,,,,,,,,,,,,,,,
26,794,190110,AV,6100,B,FC01,other roots,0.39802,13C / 15N,,,,,,,,,,,,,,,,,,
26,795,190110,AV,6100,B,FC01,roots %,0.06899,13C / 15N,,,,,,,,,,,,,,,,,,
26,796,190110,AV,6057,B,FC01,other roots,0.0726,13C / 15N,,,,,,,,,,,,,,,,,,
26,797,190110,AV,6061,B,FC01,roots %,0.05926,13C / 15N,,,,,,,,,,,,,,,,,,
26,798,190110,AV,6057,B,FC01,roots %,0.04595,13C / 15N,,,,,,,,,,,,,,,,,,
26,799,190110,AV,6057,B,FC01,mycos %,0.02002,13C / 15N,added %,,,,,,,,,,,,,,,,,
26,800,190110,AV,6061,A,FC01,other roots,0.27434,13C / 15N,,,,,,,,,,,,,,,,,,
26,801,190110,AV,6057,A,FC01,dead mycos %,0.00511,13C / 15N weird plant # (read FC057A),,,,,,,,,,,,,,,,,,
26,802,190110,AV,6088,B,FC01,other roots,0.33992,13C / 15N,,,,,,,,,,,,,,,,,,
26,803,190110,AV,6057,none,FC01,shoot,0.38091,13C / 15N,,,,,,,,,,,,,,,,,,
26,804,190110,AV,6057,A,FC01,roots %,0.02152,13C / 15N,,,,,,,,,,,,,,,,,,
26,805,190110,AV,6057,A,FC01,other roots,0.13466,13C / 15N,,,,,,,,,,,,,,,,,,
27,806,181130,AV,6056,A,FC10,extra suipu,0.00218,,,,,,,,,,,,,,,,,,,
27,807,181130,AV,6056,A,FC10,extra roots,0.16175,,,,,,,,,,,,,,,,,,,
27,808,181130,AV,6056,A,FC10,other %,0.00115,,,,,,,,,,,,,,,,,,,
27,809,181130,AV,6056,A,FC10,NM %,0.0147,,,,,,,,,,,,,,,,,,,
27,810,181130,AV,6056,A,FC10,suipu dead %,0.00358,,,,,,,,,,,,,,,,,,,
27,811,181130,AV,6056,A,FC10,suipu live %,0.0007,,,,,,,,,,,,,,,,,,,
27,812,181130,AV,6056,A,FC10,THETE live %,0.01228,,,,,,,,,,,,,,,,,,,
27,813,181130,AV,6056,B,FC10,extra roots,0.38242,,,,,,,,,,,,,,,,,,,
27,814,181130,AV,6056,B,FC10,mycos %,0.01282,,,,,,,,,,,,,,,,,,,
27,815,181130,AV,6056,B,FC10,other %,0.00235,,,,,,,,,,,,,,,,,,,
27,816,181130,AV,6039,A,FC10,other %,0.00414,,,,,,,,,,,,,,,,,,,
27,817,181130,AV,6039,A,FC10,mycos %,0.01556,,,,,,,,,,,,,,,,,,,
27,818,181130,AV,6039,A,FC10,NM %,0.03221,,,,,,,,,,,,,,,,,,,
27,819,181130,AV,6039,A,FC10,extra roots,0.4351,,,,,,,,,,,,,,,,,,,
27,820,181130,AV,6039,B,FC10,extra roots,0.41025,,,,,,,,,,,,,,,,,,,
27,821,181130,AV,6039,B,FC10,NM %,0.05432,,,,,,,,,,,,,,,,,,,
27,822,181130,AV,6013,A,FC10,live mycos %,0.00227,,,,,,,,,,,,,,,,,,,
27,823,181130,AV,6013,A,FC10,dead mycos %,0.00169,,,,,,,,,,,,,,,,,,,
27,824,181130,AV,6013,A,FC10,other %,0.00337,,,,,,,,,,,,,,,,,,,
27,825,181130,AV,6013,A,FC10,TFRs %,0.00541,,,,,,,,,,,,,,,,,,,
27,826,181130,AV,6013,A,FC10,extra roots,0.28014,,,,,,,,,,,,,,,,,,,
27,827,181130,AV,6013,A,FC10,NM %,0.01716,,,,,,,,,,,,,,,,,,,
27,828,181130,AV,6013,A,FC10,extra mycos,0.00215,,,,,,,,,,,,,,,,,,,
27,829,181130,AV,6013,B,FC10,NM %,0.49112,,,,,,,,,,,,,,,,,,,
27,830,181130,AV,6013,B,FC10,extra roots,0.03335,,,,,,,,,,,,,,,,,,,
27,831,181130,AV,6013,none,FC10,shoot,0.81947,,,,,,,,,,,,,,,,,,,
27,832,181130,AV,6056,none,FC10,shoot,0.55474,,,,,,,,,,,,,,,,,,,
27,833,181130,AV,6039,none,FC10,shoot,0.81986,,,,,,,,,,,,,,,,,,,
28,834,190111,AV,6006,none,FC15,shoot,2.8452,,,,,,,,,,,,,,,,,,,
28,835,190111,AV,6093,none,FC15,shoot,4.33887,,,,,,,,,,,,,,,,,,,
28,836,190111,AV,6027,none,FC15,shoot,2.17423,,,,,,,,,,,,,,,,,,,
28,837,190111,AV,6026,none,FC15,shoot,2.77495,,,,,,,,,,,,,,,,,,,
28,838,190111,AV,6093,AR,FC15,crust,NA,,,,,,,,,,,,,,,,,,,
28,839,190111,AV,6026,A,FC15,hyphae / crust,NA,,,,,,,,,,,,,,,,,,,
28,840,190111,AV,6093,B,FC15,hyphae / rhizo,NA,,,,,,,,,,,,,,,,,,,
28,841,190111,AV,6093,A,FC15,rhizomorphs,NA,,,,,,,,,,,,,,,,,,,
28,842,190111,AV,6093,A,FC15,other %,0.017,,,,,,,,,,,,,,,,,,,
28,843,190111,AV,6093,B,FC15,extra roots,0.7254,,,,,,,,,,,,,,,,,,,
28,844,190111,AV,6093,B,FC15,other %,0.00777,,,,,,,,,,,,,,,,,,,
28,845,190111,AV,6026,A,FC15,extra roots,0.75609,,,,,,,,,,,,,,,,,,,
28,846,190111,AV,6026,A,FC15,other %,0.0096,,,,,,,,,,,,,,,,,,,
28,847,190111,AV,6026,B,FC15,extra roots,0.25843,,,,,,,,,,,,,,,,,,,
28,848,190111,AV,6093,A,FC15,extra roots,1.0063,,,,,,,,,,,,,,,,,,,
28,849,190111,AV,6093,B,FC15,NM %,0.04635,,,,,,,,,,,,,,,,,,,
28,850,190111,AV,6026,A,FC15,NM %,0.08232,,,,,,,,,,,,,,,,,,,
28,851,190111,AV,6026,A,FC15,mycos %,0.02705,,,,,,,,,,,,,,,,,,,
28,852,190111,AV,6006,B,FC15,NM %,0.02901,,,,,,,,,,,,,,,,,,,
28,853,190111,AV,6093,A,FC15,mycos %,0.06445,,,,,,,,,,,,,,,,,,,
28,854,190111,AV,6093,A,FC15,NM %,0.1474,,,,,,,,,,,,,,,,,,,
29,855,190110,AV,6100,A,FC01,mycos %,0.01449,,added %,,,,,,,,,,,,,,,,,
29,856,190110,AV,6033,B,FC01,roots %,0.05809,,,,,,,,,,,,,,,,,,,
29,857,190110,AV,6100,B,FC01,mycos %,0.01496,,added %,,,,,,,,,,,,,,,,,
29,858,190110,AV,6033,A,FC01,mycos %,0.0094,,,,,,,,,,,,,,,,,,,
29,859,190110,AV,6061,A,FC01,roots %,0.01527,,,,,,,,,,,,,,,,,,,
29,860,190110,AV,6061,A,FC01,TFR %,0.00693,terminal fine roots,,,,,,,,,,,,,,,,,,
29,861,190110,AV,6061,B,FC01,other roots,0.2722,,,,,,,,,,,,,,,,,,,
